timestamp,open,high,low,close,volume
1719792000000,62766.1,62935.2,62562.0,62924.6,7156.801
1719795600000,62924.7,63730.0,62881.3,63631.9,24879.788
1719799200000,63631.9,63800.0,63147.9,63427.1,13444.511
1719802800000,63427.1,63510.0,63316.9,63416.4,4272.64
1719806400000,63416.5,63453.7,63200.0,63262.9,4254.646
1719810000000,63263.0,63440.0,63243.6,63410.4,3047.3
1719813600000,63410.5,63440.6,63267.5,63381.7,2982.46
1719817200000,63381.7,63419.1,63232.2,63265.5,3276.474
1719820800000,63265.5,63302.7,62819.0,62910.0,10811.923
1719824400000,62910.1,62988.0,62761.3,62920.2,5165.106
1719828000000,62920.3,62970.0,62763.0,62841.9,3958.143
1719831600000,62841.9,62853.8,62580.0,62657.9,6504.23
1719835200000,62657.9,62890.0,62633.0,62868.4,6365.272
1719838800000,62868.3,63074.5,62502.2,62676.0,15417.35
1719842400000,62676.0,62935.6,62597.4,62809.6,9366.272
1719846000000,62809.7,63182.5,62802.8,63119.9,8970.912
1719849600000,63120.0,63344.2,62947.4,63105.2,10528.568
1719853200000,63105.2,63687.9,63040.0,63683.5,12267.834
1719856800000,63683.6,63849.0,63412.5,63640.0,13066.252
1719860400000,63640.0,63640.1,63047.2,63207.6,10574.268
1719864000000,63207.2,63421.6,63144.1,63274.9,4621.806
1719867600000,63275.0,63275.0,63010.2,63113.6,3330.018
1719871200000,63113.6,63147.4,62780.0,62961.7,6827.712
1719874800000,62961.6,63027.9,62811.0,62883.6,2847.652
1719878400000,62883.7,62975.3,62765.7,62912.7,3947.555
1719882000000,62912.7,62955.7,62796.8,62914.6,2556.549
1719885600000,62914.6,63107.3,62902.2,62983.8,3749.518
1719889200000,62983.9,63284.0,62975.0,63115.7,4049.203
1719892800000,63118.0,63227.0,63017.4,63018.5,2686.368
1719896400000,63018.6,63085.7,62974.5,63010.2,2414.067
1719900000000,63010.2,63037.7,62818.0,62859.4,4719.006
1719903600000,62859.4,62864.6,62566.0,62617.9,9244.392
1719907200000,62617.9,62750.0,62387.0,62666.1,11044.433
1719910800000,62666.1,62791.1,62622.0,62651.8,4702.755
1719914400000,62651.8,62793.0,62500.0,62715.6,6307.609
1719918000000,62715.5,62861.1,62615.1,62823.3,4418.429
1719921600000,62823.3,63050.0,62711.6,62871.9,6782.057
1719925200000,62871.9,63167.4,62500.0,62625.3,13871.028
1719928800000,62625.3,62728.0,61880.0,62032.7,33273.188
1719932400000,62032.6,62148.7,61840.0,61945.0,9763.217
1719936000000,61945.0,62024.7,61800.0,61922.8,9564.832
1719939600000,61922.8,62160.9,61881.1,62144.2,4785.287
1719943200000,62144.2,62361.2,62133.8,62313.9,7754.033
1719946800000,62313.8,62362.8,61880.9,61944.0,7226.78
1719950400000,61944.0,62085.2,61870.8,62006.3,2809.409
1719954000000,62006.2,62094.0,61901.1,61952.6,2843.683
1719957600000,61952.6,62117.2,61951.0,62084.5,2174.989
1719961200000,62084.6,62176.4,62065.5,62123.6,2412.856
1719964800000,62123.5,62278.2,62075.8,62075.9,3362.731
1719968400000,62075.8,62215.3,61035.0,61617.9,17364.263
1719972000000,61617.9,61618.3,61228.5,61357.0,13120.069
1719975600000,61357.1,61365.4,60600.0,60983.5,21728.334
1719979200000,60983.4,60983.5,60802.0,60867.6,6354.359
1719982800000,60867.5,61117.7,60840.6,61114.0,6517.852
1719986400000,61115.0,61179.4,60971.6,61004.1,5367.251
1719990000000,61004.1,61024.5,60832.9,60859.9,4945.691
1719993600000,60859.8,60987.3,60300.0,60496.1,15545.105
1719997200000,60496.1,60678.9,60312.2,60601.1,12427.613
1720000800000,60601.2,60620.5,59515.1,60379.8,39976.937
1720004400000,60379.9,60486.0,60108.0,60384.9,13075.461
1720008000000,60384.9,60390.4,59905.6,60032.3,15454.613
1720011600000,60032.3,60635.0,59756.5,60589.1,21332.694
1720015200000,60589.1,60700.0,60257.2,60286.8,12066.432
1720018800000,60286.8,60448.0,59950.0,60176.1,17475.612
1720022400000,60176.1,60653.0,60084.6,60495.8,12301.064
1720026000000,60495.8,60518.5,60189.5,60372.3,5351.87
1720029600000,60372.3,60443.7,60230.5,60246.7,4007.134
1720033200000,60246.7,60246.7,59645.6,59661.2,16744.201
1720036800000,59661.2,59872.6,59555.0,59595.9,10540.932
1720040400000,59595.9,60339.9,59299.3,60235.5,13497.083
1720044000000,60235.5,60359.8,60118.1,60311.1,3878.909
1720047600000,60311.2,60361.7,60194.0,60208.0,2867.055
1720051200000,60208.0,60475.0,60207.9,60417.9,5961.455
1720054800000,60417.8,60500.0,58388.0,58561.7,47639.05
1720058400000,58561.7,59092.6,57611.0,58953.7,37960.305
1720062000000,58953.6,59138.3,58826.9,59092.4,7715.275
1720065600000,59092.4,59131.7,58702.3,58953.1,8494.342
1720069200000,58953.2,59026.5,58848.5,58885.4,5240.154
1720072800000,58885.4,59073.3,58515.3,58780.0,12908.302
1720076400000,58780.0,58844.7,58086.4,58214.0,19588.39
1720080000000,58214.0,58484.5,57000.0,57674.1,38075.231
1720083600000,57674.1,57857.7,56917.5,57725.9,33000.4
1720087200000,57725.9,57938.4,57400.0,57929.6,14865.403
1720090800000,57929.6,58088.0,57658.8,57748.4,11922.295
1720094400000,57748.4,57748.4,57146.0,57234.4,17252.308
1720098000000,57234.3,57485.0,56750.0,57402.1,45010.724
1720101600000,57402.2,57525.7,56825.4,57433.9,21643.767
1720105200000,57433.9,58350.0,57336.9,58137.6,26817.02
1720108800000,58137.5,58400.0,57735.7,58288.4,14952.832
1720112400000,58288.5,58378.6,58081.6,58230.4,7638.223
1720116000000,58230.4,58363.6,57917.0,58152.1,9242.132
1720119600000,58152.1,58653.4,58122.4,58267.0,10720.462
1720123200000,58266.9,58346.1,58111.6,58346.1,4488.898
1720126800000,58346.0,58644.0,58274.8,58485.9,4344.708
1720130400000,58485.8,58800.0,57978.3,58031.8,10243.813
1720134000000,58031.9,58103.9,56560.0,57045.9,29930.788
1720137600000,57045.9,57533.4,56637.7,57363.4,40601.846
1720141200000,57363.5,57426.6,56780.1,57150.9,18045.13
