timestamp,open,high,low,close,volume
1748736000000,104591.88,104647.11,104320.02,104446.49,293.78295
1748739600000,104446.49,104505.58,103991.37,104126.07,466.13267
1748743200000,104126.08,104324.21,103924.52,104195.12,313.34738
1748746800000,104195.13,104464.1,103971.7,104381.03,259.25466
1748750400000,104381.03,104729.99,104360.9,104633.16,272.61866
1748754000000,104633.16,104714.29,104450.0,104536.57,214.06083
1748757600000,104536.57,104536.58,104195.12,104258.93,257.26107
1748761200000,104258.93,104370.38,104202.48,104275.95,191.3218
1748764800000,104275.95,104386.6,104220.7,104386.6,247.34836
1748768400000,104386.6,104459.07,103752.49,103934.34,679.61906
1748772000000,103934.35,104040.52,103773.69,103930.99,302.13053
1748775600000,103930.98,104152.24,103845.46,104082.68,286.47453
1748779200000,104082.67,104190.48,103783.01,103956.26,354.08075
1748782800000,103956.25,104424.64,103951.61,104259.2,323.14616
1748786400000,104259.19,104773.59,104259.19,104599.7,782.69419
1748790000000,104599.7,104809.53,104502.99,104715.1,409.06118
1748793600000,104715.1,105299.21,104659.47,105038.8,1174.8504
1748797200000,105038.8,105192.99,104986.2,105066.33,319.00519
1748800800000,105066.34,105066.34,104319.79,104900.01,575.5374
1748804400000,104900.01,105156.73,104805.44,105121.94,361.59685
1748808000000,105121.95,105300.0,104893.72,104948.91,324.69341
1748811600000,104948.91,105504.67,104926.82,105496.54,414.58616
1748815200000,105496.54,105737.84,105414.63,105512.18,474.08063
1748818800000,105512.17,105866.91,105466.39,105642.93,413.01524
1748822400000,105642.93,105735.42,105404.31,105427.48,432.43804
1748826000000,105427.48,105658.38,105349.63,105388.59,368.13444
1748829600000,105388.58,105414.64,105019.05,105026.98,500.23301
1748833200000,105026.97,105055.1,104571.42,104829.27,586.76964
1748836800000,104829.27,104997.06,104700.03,104765.48,262.60797
1748840400000,104765.48,104918.04,104610.13,104833.79,244.85997
1748844000000,104833.79,105266.87,104732.38,105162.38,470.58034
1748847600000,105162.39,105438.87,105162.38,105387.67,346.57956
1748851200000,105387.67,105935.63,105241.18,105328.43,705.16393
1748854800000,105328.43,105335.99,104483.64,104585.36,998.9363
1748858400000,104585.37,104660.0,104254.71,104370.85,704.18464
1748862000000,104370.85,104487.82,103941.0,104047.64,725.6249
1748865600000,104047.63,104281.98,103862.5,104200.32,696.19227
1748869200000,104200.32,104570.57,103700.0,103800.0,1053.66155
1748872800000,103799.99,104679.25,103659.88,104176.62,1127.64518
1748876400000,104176.61,104565.32,103905.1,104438.79,580.0461
1748880000000,104438.79,104450.01,104030.01,104286.06,501.02384
1748883600000,104286.06,104490.57,104095.23,104399.89,372.61381
1748887200000,104399.89,104731.95,104200.0,104361.54,367.55001
1748890800000,104361.54,104510.96,104050.96,104425.63,339.8615
1748894400000,104425.64,104995.93,104425.64,104878.62,440.97656
1748898000000,104878.61,105096.66,104575.37,104942.0,303.58011
1748901600000,104941.99,105800.0,104941.99,105695.49,784.02023
1748905200000,105695.5,105931.44,105575.47,105857.99,540.70423
1748908800000,105858.0,106400.0,105747.14,106285.72,752.61041
1748912400000,106285.72,106488.0,106110.53,106481.75,485.1048
1748916000000,106481.76,106500.0,105577.36,105612.46,691.63486
1748919600000,105612.47,105712.72,105340.18,105482.02,441.33737
1748923200000,105482.03,105513.02,105116.2,105166.92,433.84543
1748926800000,105166.93,105472.1,105166.92,105452.08,465.42429
