timestamp,open,high,low,close
1759276800000000,114048.94000000,114308.00000000,113966.67000000,114239.53000000
1759280400000000,114239.53000000,114550.00000000,114142.99000000,114549.99000000
1759284000000000,114549.99000000,114551.76000000,114272.15000000,114272.15000000
1759287600000000,114272.16000000,114530.48000000,114096.58000000,114176.92000000
1759291200000000,114176.93000000,114700.00000000,114151.00000000,114289.01000000
1759294800000000,114289.02000000,114740.00000000,114265.63000000,114569.84000000
1759298400000000,114569.84000000,114624.30000000,114224.88000000,114256.81000000
1759302000000000,114256.82000000,114584.35000000,114236.59000000,114539.02000000
1759305600000000,114539.02000000,116591.80000000,114484.43000000,116111.28000000
1759309200000000,116111.27000000,116529.93000000,115950.00000000,116412.10000000
1759312800000000,116412.10000000,116551.00000000,116203.50000000,116281.64000000
1759316400000000,116281.64000000,116795.85000000,116269.00000000,116789.58000000
1759320000000000,116789.57000000,116887.00000000,116363.38000000,116402.65000000
1759323600000000,116402.65000000,116843.73000000,116399.50000000,116806.96000000
1759327200000000,116806.96000000,117441.26000000,116704.74000000,117292.74000000
1759330800000000,117292.73000000,117649.99000000,117091.84000000,117423.73000000
1759334400000000,117423.73000000,118199.00000000,117319.04000000,117535.79000000
1759338000000000,117535.79000000,117681.27000000,116724.56000000,116768.07000000
1759341600000000,116768.08000000,117339.09000000,116768.07000000,117234.01000000
1759345200000000,117234.01000000,117623.59000000,117214.80000000,117439.53000000
1759348800000000,117439.53000000,117542.24000000,117163.25000000,117536.12000000
1759352400000000,117536.13000000,117579.43000000,117339.54000000,117554.96000000
1759356000000000,117554.95000000,118080.00000000,117554.95000000,117745.39000000
1759359600000000,117745.39000000,118649.10000000,117686.28000000,118594.99000000
1759363200000000,118594.99000000,119456.92000000,118397.32000000,118428.46000000
1759366800000000,118428.46000000,118894.12000000,118368.05000000,118617.37000000
1759370400000000,118617.37000000,118784.87000000,118483.39000000,118753.73000000
1759374000000000,118753.73000000,119058.82000000,118688.61000000,118733.99000000
1759377600000000,118733.99000000,118930.29000000,118432.64000000,118662.04000000
1759381200000000,118662.04000000,118677.32000000,118279.31000000,118377.34000000
1759384800000000,118377.34000000,118672.34000000,118295.87000000,118649.06000000
1759388400000000,118649.07000000,118678.98000000,118424.00000000,118489.76000000
1759392000000000,118489.76000000,118680.00000000,118354.61000000,118668.89000000
1759395600000000,118668.89000000,118850.00000000,118567.00000000,118849.99000000
1759399200000000,118849.99000000,118926.49000000,118567.85000000,118619.56000000
1759402800000000,118619.55000000,118900.01000000,118537.10000000,118765.73000000
1759406400000000,118765.72000000,119402.43000000,118742.91000000,119402.42000000
1759410000000000,119402.43000000,119761.36000000,118933.25000000,119621.20000000
1759413600000000,119621.19000000,119788.00000000,118642.20000000,118814.09000000
1759417200000000,118814.09000000,119910.79000000,118516.39000000,119910.78000000
1759420800000000,119910.78000000,120300.00000000,119607.82000000,119731.40000000
1759424400000000,119731.40000000,119956.84000000,119359.63000000,119917.52000000
1759428000000000,119917.52000000,120663.96000000,119907.01000000,120506.61000000
1759431600000000,120506.60000000,121022.07000000,120439.97000000,120836.49000000
1759435200000000,120836.49000000,120914.00000000,120306.02000000,120652.01000000
1759438800000000,120652.01000000,120774.97000000,120141.72000000,120150.10000000
1759442400000000,120150.10000000,120412.24000000,120072.46000000,120257.49000000
1759446000000000,120257.49000000,120680.35000000,120251.81000000,120529.35000000
1759449600000000,120529.35000000,120550.90000000,120079.00000000,120132.80000000
1759453200000000,120132.80000000,120293.68000000,119820.00000000,119875.72000000
1759456800000000,119875.72000000,120269.11000000,119866.18000000,120157.82000000
1759460400000000,120157.82000000,120472.12000000,120157.82000000,120225.89000000
1759464000000000,120225.88000000,120324.53000000,120000.40000000,120039.98000000
1759467600000000,120039.98000000,120065.41000000,119746.81000000,119920.40000000
1759471200000000,119920.41000000,120075.62000000,119765.99000000,119916.93000000
1759474800000000,119916.94000000,120011.05000000,119610.59000000,119640.21000000
1759478400000000,119640.22000000,120072.59000000,119248.30000000,120038.60000000
1759482000000000,120038.60000000,120365.35000000,120008.60000000,120300.00000000
1759485600000000,120300.01000000,120515.89000000,120271.18000000,120425.95000000
1759489200000000,120425.95000000,120471.00000000,120130.76000000,120334.50000000
1759492800000000,120334.51000000,120400.00000000,120102.18000000,120358.07000000
1759496400000000,120358.07000000,120691.44000000,120113.00000000,120374.73000000
1759500000000000,120374.72000000,120975.00000000,119881.24000000,120917.85000000
1759503600000000,120917.10000000,122366.00000000,120641.27000000,122258.05000000
1759507200000000,122258.04000000,123894.99000000,122258.04000000,122553.30000000
1759510800000000,122553.30000000,123113.97000000,121603.42000000,122073.25000000
1759514400000000,122073.26000000,122732.12000000,121466.25000000,122538.46000000
1759518000000000,122538.46000000,122961.63000000,122355.08000000,122660.99000000
1759521600000000,122661.00000000,122734.92000000,122037.43000000,122447.94000000
1759525200000000,122447.94000000,122452.10000000,121999.33000000,122306.57000000
1759528800000000,122306.57000000,122665.00000000,122306.56000000,122477.00000000
1759532400000000,122477.00000000,122477.00000000,122180.79000000,122232.00000000
1759536000000000,122232.21000000,122295.56000000,121982.23000000,122100.00000000
1759539600000000,122100.00000000,122103.24000000,121698.80000000,121865.21000000
1759543200000000,121865.22000000,122030.00000000,121684.97000000,121854.53000000
1759546800000000,121854.53000000,122325.60000000,121829.54000000,122243.99000000
1759550400000000,122243.99000000,122522.00000000,122219.30000000,122495.00000000
1759554000000000,122495.01000000,122800.00000000,122405.64000000,122522.70000000
1759557600000000,122522.70000000,122606.86000000,122373.90000000,122430.27000000
1759561200000000,122430.27000000,122455.00000000,122259.98000000,122324.08000000
1759564800000000,122324.08000000,122539.83000000,122197.63000000,122267.57000000
1759568400000000,122267.58000000,122457.17000000,122186.03000000,122208.78000000
1759572000000000,122208.79000000,122331.01000000,122099.69000000,122129.53000000
1759575600000000,122129.53000000,122215.97000000,121962.81000000,121973.26000000
1759579200000000,121973.26000000,122103.00000000,121945.00000000,122005.62000000
1759582800000000,122005.62000000,122509.52000000,122005.62000000,122385.42000000
1759586400000000,122385.42000000,122459.98000000,122000.00000000,122000.01000000
1759590000000000,122000.01000000,122144.28000000,121698.88000000,121791.31000000
1759593600000000,121791.31000000,121964.95000000,121595.67000000,121719.99000000
1759597200000000,121720.00000000,121910.24000000,121660.57000000,121747.37000000
1759600800000000,121747.36000000,121829.69000000,121510.00000000,121574.66000000
1759604400000000,121574.66000000,121959.25000000,121574.65000000,121959.25000000
1759608000000000,121959.25000000,122079.65000000,121891.49000000,121892.89000000
1759611600000000,121892.89000000,122347.55000000,121871.01000000,122190.67000000
1759615200000000,122190.67000000,122365.14000000,122139.98000000,122287.19000000
1759618800000000,122287.19000000,122410.00000000,122214.00000000,122391.00000000
1759622400000000,122390.99000000,122410.00000000,122157.70000000,122157.70000000
1759626000000000,122157.71000000,122410.00000000,122136.00000000,122377.72000000
1759629600000000,122377.71000000,124362.28000000,122342.00000000,124031.44000000
1759633200000000,124031.44000000,124173.00000000,123344.98000000,123776.22000000
1759636800000000,123776.23000000,125708.42000000,123734.00000000,125172.81000000
1759640400000000,125172.81000000,125437.91000000,124876.72000000,125127.99000000
1759644000000000,125127.99000000,125225.54000000,124805.34000000,125000.01000000
1759647600000000,125000.01000000,125164.26000000,124622.60000000,124713.63000000
1759651200000000,124713.63000000,124838.37000000,124558.00000000,124595.99000000
1759654800000000,124596.00000000,124665.37000000,122789.35000000,123020.50000000
1759658400000000,123020.51000000,123130.00000000,122520.24000000,123028.01000000
1759662000000000,123028.01000000,123538.46000000,122850.00000000,123464.64000000
1759665600000000,123464.64000000,123464.65000000,122927.17000000,123085.88000000
1759669200000000,123085.89000000,123358.83000000,123070.46000000,123161.39000000
1759672800000000,123161.40000000,123339.42000000,122770.32000000,123034.67000000
1759676400000000,123034.67000000,123034.67000000,122675.00000000,122803.17000000
1759680000000000,122803.17000000,123348.45000000,122301.63000000,123265.54000000
1759683600000000,123265.55000000,123464.00000000,122890.38000000,123057.05000000
1759687200000000,123057.05000000,123220.30000000,122856.05000000,122999.44000000
1759690800000000,122999.44000000,123026.00000000,122500.00000000,122591.79000000
1759694400000000,122591.80000000,123055.05000000,122473.62000000,122705.32000000
1759698000000000,122705.31000000,122801.44000000,122489.85000000,122729.99000000
1759701600000000,122730.00000000,123278.76000000,122730.00000000,123237.40000000
1759705200000000,123237.40000000,123548.83000000,123219.62000000,123482.31000000
1759708800000000,123482.32000000,124358.46000000,123084.00000000,123347.29000000
1759712400000000,123347.29000000,124239.70000000,123192.01000000,124035.32000000
1759716000000000,124035.33000000,124244.93000000,123476.04000000,124110.61000000
1759719600000000,124110.61000000,124126.31000000,123742.64000000,123839.09000000
1759723200000000,123839.09000000,123988.00000000,123554.27000000,123580.26000000
1759726800000000,123580.27000000,123750.00000000,123294.93000000,123586.00000000
1759730400000000,123586.01000000,124165.56000000,123586.00000000,123947.90000000
1759734000000000,123947.91000000,124035.89000000,123280.49000000,123390.47000000
1759737600000000,123390.47000000,123880.00000000,123390.46000000,123846.55000000
1759741200000000,123846.56000000,124056.73000000,123779.31000000,123955.30000000
1759744800000000,123955.29000000,124142.85000000,123899.42000000,123978.00000000
1759748400000000,123978.00000000,124531.66000000,123735.73000000,124215.00000000
1759752000000000,124215.00000000,124691.81000000,124178.00000000,124556.64000000
1759755600000000,124556.65000000,125079.85000000,124385.74000000,125031.33000000
1759759200000000,125031.34000000,125330.00000000,124339.38000000,124530.00000000
1759762800000000,124529.99000000,125408.29000000,124513.35000000,125000.00000000
1759766400000000,125000.00000000,125499.63000000,124800.00000000,125455.24000000
1759770000000000,125455.25000000,125819.20000000,125126.67000000,125284.00000000
1759773600000000,125284.01000000,126199.63000000,125044.46000000,126011.18000000
1759777200000000,126011.18000000,126134.71000000,125252.74000000,125410.81000000
1759780800000000,125410.80000000,125534.00000000,125032.01000000,125211.02000000
1759784400000000,125211.03000000,125268.50000000,124511.15000000,125097.85000000
1759788000000000,125097.86000000,125298.43000000,124784.41000000,125039.13000000
1759791600000000,125039.13000000,125100.00000000,124628.00000000,124658.54000000
1759795200000000,124658.54000000,124925.14000000,124600.00000000,124900.93000000
1759798800000000,124900.93000000,125082.27000000,124442.87000000,124699.99000000
1759802400000000,124699.99000000,124700.00000000,124159.22000000,124259.90000000
1759806000000000,124259.91000000,124568.44000000,124101.26000000,124329.74000000
1759809600000000,124329.74000000,124654.47000000,124109.10000000,124500.00000000
1759813200000000,124499.99000000,124640.76000000,124240.37000000,124414.17000000
1759816800000000,124414.17000000,124460.00000000,123800.00000000,123890.84000000
1759820400000000,123890.84000000,124038.00000000,123567.60000000,123667.99000000
1759824000000000,123668.00000000,123999.98000000,123322.90000000,123861.75000000
1759827600000000,123861.75000000,124246.64000000,123861.74000000,124117.48000000
1759831200000000,124117.48000000,124413.75000000,124020.00000000,124282.19000000
1759834800000000,124282.18000000,124509.60000000,124179.99000000,124453.38000000
1759838400000000,124453.37000000,125126.00000000,124340.00000000,124917.99000000
1759842000000000,124918.00000000,125046.16000000,123288.00000000,123891.68000000
1759845600000000,123891.68000000,124000.00000000,122568.00000000,122725.36000000
1759849200000000,122725.36000000,122865.36000000,121172.89000000,121846.01000000
1759852800000000,121846.01000000,122084.14000000,120800.02000000,121684.17000000
1759856400000000,121684.17000000,121822.58000000,121100.00000000,121130.02000000
1759860000000000,121130.02000000,121306.13000000,120574.94000000,120895.37000000
1759863600000000,120895.37000000,122027.30000000,120860.46000000,121637.17000000
1759867200000000,121637.18000000,122196.48000000,121637.18000000,121943.61000000
1759870800000000,121943.61000000,122292.62000000,121765.90000000,122016.00000000
1759874400000000,122016.00000000,122173.50000000,121797.60000000,122011.17000000
1759878000000000,122011.17000000,122022.88000000,121258.08000000,121332.95000000
1759881600000000,121332.96000000,122089.68000000,121276.00000000,121914.09000000
1759885200000000,121914.09000000,122056.00000000,121605.75000000,121950.01000000
1759888800000000,121950.00000000,122229.66000000,121825.74000000,122048.28000000
1759892400000000,122048.28000000,122048.28000000,121200.00000000,121374.75000000
1759896000000000,121374.76000000,121910.24000000,121066.14000000,121900.00000000
1759899600000000,121900.01000000,121900.01000000,121173.86000000,121374.01000000
1759903200000000,121374.02000000,121841.54000000,121068.96000000,121784.29000000
1759906800000000,121784.30000000,121872.37000000,121311.91000000,121597.06000000
1759910400000000,121597.05000000,122850.00000000,121524.01000000,122381.85000000
1759914000000000,122381.84000000,122644.00000000,122381.84000000,122516.98000000
1759917600000000,122516.99000000,123100.00000000,122498.05000000,122934.60000000
1759921200000000,122934.61000000,123200.00000000,122743.36000000,122884.14000000
1759924800000000,122884.14000000,123090.75000000,122542.27000000,122631.52000000
1759928400000000,122631.52000000,122774.96000000,121649.68000000,122599.04000000
1759932000000000,122599.04000000,123350.00000000,122112.16000000,122320.00000000
1759935600000000,122319.99000000,122622.55000000,121954.34000000,122189.72000000
1759939200000000,122189.72000000,123129.23000000,122110.08000000,123051.03000000
1759942800000000,123051.02000000,124164.36000000,122958.05000000,124033.19000000
1759946400000000,124033.19000000,124197.25000000,123415.58000000,123460.22000000
1759950000000000,123460.21000000,123759.94000000,123160.82000000,123450.00000000
1759953600000000,123450.01000000,123737.00000000,122814.00000000,122856.69000000
1759957200000000,122856.70000000,123332.01000000,122794.40000000,123277.33000000
1759960800000000,123277.34000000,123416.73000000,123200.81000000,123200.82000000
1759964400000000,123200.82000000,123537.11000000,123056.31000000,123306.00000000
