all_train_dataset_names,all_validation_dataset_names,config_name,context_label,context_name,created_at,dataset_root,dataset_signature,exit_momentum_threshold,experimental_context,generation_number,id,ma_window,momentum_threshold,mutation_seed,position_size,range_window,ret_mid_window,ret_short_window,run_id,sampled_train_dataset_names,selection_gap,stop_loss,stored_config_name,take_profit,threshold_close,threshold_open,train_dataset_count,train_dataset_count_available,train_drawdown,train_drawdown_best,train_drawdown_worst,train_is_valid,train_profit,train_profit_best,train_profit_worst,train_sample_size,train_score_best,train_score_worst,train_selection,train_trades,train_violation_count,trend_threshold,trend_window,use_exit_momentum,use_momentum,use_trend,validation_dataset_count,validation_dataset_count_available,validation_dataset_names,validation_dispersion,validation_drawdown,validation_drawdown_best,validation_drawdown_worst,validation_is_valid,validation_profit,validation_profit_best,validation_profit_worst,validation_score_best,validation_score_worst,validation_selection,validation_trades,validation_violation_count,vol_long_window,vol_short_window,weight_dist_ma,weight_range_pos,weight_ret_mid,weight_ret_short,weight_vol_ratio
"['train\\BTCUSDT\\1h\\BTCUSDT-1h-train.csv', 'train\\ETHUSDT\\1h\\ETHUSDT-1h-train.csv']","['validation\\BTCUSDT\\4h\\BTCUSDT-4h-validation.csv', 'validation\\ETHUSDT\\4h\\ETHUSDT-4h-validation.csv']",run_f.json,5fbc0bb80ed14de24dddbf43c47313af181f31938788a7a14f15abdcca15f601,,2026-03-24 14:41:43,data\processed,5fbc0bb80ed14de24dddbf43c47313af181f31938788a7a14f15abdcca15f601,0.001010150252068991,context=5fbc0bb80ed14de24dddbf43c47313af181f31938788a7a14f15abdcca15f601 | dataset_root=data\processed | train_available=2 | validation_available=2 | train_sample_size=2 | dataset_signature=5fbc0bb80ed14de24dddbf43c47313af181f31938788a7a14f15abdcca15f601,25,1,6,-0.0029976688460151934,42,0.11609436114313998,10,9,2,a19fbf51-36b0-417d-8abf-7aaa3787a16e,"['train\\BTCUSDT\\1h\\BTCUSDT-1h-train.csv', 'train\\ETHUSDT\\1h\\ETHUSDT-1h-train.csv']",-1.1889941205523478,0.033642536235412586,run_f.json,0.19227756744154187,0.10186377728756614,0.4704118870633331,2,2,0.03875751630490121,0.03146411401739709,0.04605091859240533,True,0.04373714178933447,0.07142880112741497,0.016045482451253975,2,56.316744118716414,-5.939976844948689,13.473884754354621,83.0,0,0.00304690513679098,4,False,True,False,2,2,"['validation\\BTCUSDT\\4h\\BTCUSDT-4h-validation.csv', 'validation\\ETHUSDT\\4h\\ETHUSDT-4h-validation.csv']",0.4378252793104984,0.021594479912223498,0.018865460586089264,0.024323499238357735,True,0.025400792622915294,0.026501389646327162,0.024300195599503426,14.947465306458794,14.509640027148295,14.66287887490697,12.5,0,11,8,1.1875477104029075,-0.8322938713817173,0.8420148040502464,1.0402098573665322,-0.6866976806199019
