timestamp,open,high,low,close
1764547200000,2990.02,2998.84,2830.00,2834.82
1764550800000,2834.82,2859.50,2832.04,2849.42
1764554400000,2849.42,2872.99,2824.60,2836.79
1764558000000,2836.80,2841.86,2812.50,2824.80
1764561600000,2824.81,2827.00,2805.55,2820.82
1764565200000,2820.81,2830.00,2808.68,2826.77
1764568800000,2826.77,2834.77,2821.22,2823.52
1764572400000,2823.51,2843.42,2818.48,2838.44
1764576000000,2838.43,2844.72,2830.65,2838.87
1764579600000,2838.86,2854.56,2827.00,2837.88
1764583200000,2837.88,2844.82,2835.68,2841.89
1764586800000,2841.90,2848.75,2833.86,2836.48
1764590400000,2836.48,2838.11,2791.00,2819.53
1764594000000,2819.52,2838.98,2802.94,2812.03
1764597600000,2812.03,2831.07,2804.15,2816.84
1764601200000,2816.85,2819.28,2718.07,2745.01
1764604800000,2745.01,2755.74,2718.63,2730.64
1764608400000,2730.65,2751.87,2727.35,2738.13
1764612000000,2738.12,2756.93,2722.99,2748.36
1764615600000,2748.36,2752.56,2729.04,2739.58
1764619200000,2739.57,2768.39,2738.97,2756.86
1764622800000,2756.87,2797.59,2754.75,2790.68
1764626400000,2790.68,2812.68,2790.00,2795.65
1764630000000,2795.66,2818.00,2795.31,2797.47
1764633600000,2797.48,2803.77,2781.38,2794.29
1764637200000,2794.29,2825.57,2791.55,2793.90
1764640800000,2793.90,2813.00,2783.70,2799.69
1764644400000,2799.69,2809.45,2783.78,2803.25
1764648000000,2803.24,2813.29,2802.26,2803.84
1764651600000,2803.84,2805.66,2796.00,2801.99
1764655200000,2801.99,2814.80,2796.25,2811.72
1764658800000,2811.73,2813.42,2801.29,2804.20
1764662400000,2804.20,2805.52,2780.60,2797.19
1764666000000,2797.19,2810.98,2794.00,2796.60
1764669600000,2796.60,2834.02,2796.33,2821.71
1764673200000,2821.72,2829.46,2814.81,2824.67
1764676800000,2824.68,2830.28,2815.00,2826.48
1764680400000,2826.48,2847.30,2820.84,2842.95
1764684000000,2842.95,2909.27,2838.97,2893.69
1764687600000,2893.69,3026.04,2892.35,3005.55
1764691200000,3005.55,3024.21,2985.13,2994.08
1764694800000,2994.09,3034.94,2992.60,3014.36
1764698400000,3014.36,3032.53,3006.15,3012.38
1764702000000,3012.38,3028.81,3011.56,3014.61
1764705600000,3014.60,3015.78,2970.04,2978.68
1764709200000,2978.68,2996.68,2976.00,2993.85
1764712800000,2993.85,3020.00,2993.52,3016.32
1764716400000,3016.32,3017.26,2989.93,2994.63
1764720000000,2994.63,3007.38,2983.76,3001.72
1764723600000,3001.72,3027.32,2997.75,3014.27
1764727200000,3014.27,3048.00,3012.42,3029.46
1764730800000,3029.47,3036.66,3019.66,3029.08
1764734400000,3029.07,3063.00,3028.05,3055.21
1764738000000,3055.21,3069.46,3045.63,3057.19
1764741600000,3057.18,3084.34,3053.00,3065.36
1764745200000,3065.36,3067.11,3050.15,3056.41
1764748800000,3056.41,3059.85,3041.95,3049.86
1764752400000,3049.86,3062.00,3044.21,3059.04
1764756000000,3059.04,3079.15,3048.89,3054.55
1764759600000,3054.56,3076.96,3048.48,3071.95
1764763200000,3071.94,3085.49,3065.74,3080.16
1764766800000,3080.15,3094.99,3076.02,3088.79
1764770400000,3088.79,3145.14,3030.00,3074.79
1764774000000,3074.80,3108.68,3055.00,3084.84
1764777600000,3084.84,3106.51,3062.72,3086.99
1764781200000,3086.99,3132.37,3086.00,3126.38
1764784800000,3126.39,3141.17,3103.00,3113.76
1764788400000,3113.76,3131.88,3109.66,3126.78
1764792000000,3126.79,3161.62,3115.60,3136.82
1764795600000,3136.83,3169.00,3127.06,3163.09
1764799200000,3163.08,3198.00,3141.82,3188.42
1764802800000,3188.43,3216.53,3177.16,3187.07
1764806400000,3187.08,3206.00,3172.75,3196.48
1764810000000,3196.49,3239.27,3193.31,3201.23
